date,visitors,is_weekend,is_holiday,is_peak_season,is_operating_season,temp_high,temp_low,precipitation,wind_speed,pre_sale_tickets,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
2024-11-10,10250,1,0,0,1,-19.2,-29.3,5.05,2.1,3264,0,55,0,0,49,52,0,0,18,271,493,978,1140,1228,1085,1005,893,702,681,580,413,337,132,138
2024-11-11,8143,0,0,0,1,-18.0,-24.9,8.5,2.7,2613,6,0,43,41,14,0,0,0,22,153,475,761,848,984,904,777,783,556,524,367,379,254,129,123
2024-11-12,8443,0,0,0,1,-16.2,-24.9,8.22,3.7,3174,0,33,4,23,0,30,43,0,86,172,506,743,904,1069,928,882,750,629,518,428,311,189,136,59
2024-11-13,8373,0,0,0,1,-17.8,-21.7,1.27,4.6,3678,0,38,0,66,0,13,21,25,0,227,420,774,889,993,974,831,712,587,536,455,390,196,154,72
2024-11-14,7771,0,0,0,1,-14.9,-29.9,0.79,4.0,3382,0,0,0,9,0,0,10,0,74,130,369,708,839,997,896,746,723,552,553,371,316,176,145,157
2024-11-15,7427,0,0,0,1,-14.2,-28.5,0.75,3.2,2358,44,0,0,30,0,0,0,0,24,154,373,687,866,947,825,711,650,548,479,398,248,170,137,136
2024-11-16,10150,1,0,0,1,-19.8,-25.4,0.87,2.2,3871,26,50,27,50,0,0,37,0,75,159,471,955,1020,1256,1197,1022,903,744,691,455,385,311,181,135
2024-11-17,9578,1,0,0,1,-22.3,-25.1,5.46,4.5,4344,0,47,0,57,72,0,0,39,9,239,449,776,1087,1146,1114,898,858,707,616,489,380,266,151,178
2024-11-18,8444,0,0,0,1,-20.0,-25.3,0.76,5.0,2480,0,0,14,47,0,31,0,0,101,147,463,700,880,997,915,869,756,645,509,398,363,319,109,181
2024-11-19,8677,0,0,0,1,-11.3,-22.8,1.95,1.3,3761,0,0,29,0,3,27,54,40,67,196,532,743,874,1007,947,879,790,655,491,460,318,279,179,107
2024-11-20,7615,0,0,0,1,-16.5,-30.2,1.43,4.4,2083,0,25,0,0,0,4,42,55,46,154,368,692,824,940,863,730,636,549,446,341,364,221,156,159
2024-11-21,7395,0,0,0,1,-14.5,-29.9,1.01,5.3,2857,0,0,15,0,9,22,23,29,80,146,430,674,770,836,819,727,674,591,441,323,348,174,144,120
2024-11-22,6680,0,0,0,1,-17.5,-31.0,0.16,3.5,2397,0,14,33,0,0,19,0,0,44,173,395,601,749,785,772,655,560,515,434,314,306,147,112,52
2024-11-23,12206,1,0,0,1,-15.0,-26.3,1.09,2.1,5831,0,84,0,0,16,90,0,0,29,243,600,1120,1429,1454,1365,1192,1015,982,770,583,515,352,271,96
2024-11-24,10332,1,0,0,1,-17.8,-27.7,0.44,6.2,4467,0,0,0,0,38,0,0,8,67,269,584,909,1192,1262,1124,1049,1002,761,641,460,357,300,223,86
2024-11-25,7742,0,0,0,1,-17.5,-25.5,0.22,6.0,3218,33,0,52,0,44,56,0,26,0,138,413,683,876,931,859,786,728,504,544,324,337,198,105,105
2024-11-26,7319,0,0,0,1,-14.0,-33.1,0.15,4.3,2390,0,0,0,36,37,9,0,34,41,178,405,670,791,841,877,714,650,500,475,362,248,162,153,136
2024-11-27,6737,0,0,0,1,-18.4,-34.2,2.86,3.1,1904,0,0,0,0,0,1,0,0,71,98,378,570,709,840,798,729,625,566,397,299,224,171,142,119
2024-11-28,7154,0,0,0,1,-16.6,-31.2,0.21,3.1,1964,2,0,0,56,21,51,0,0,42,95,338,667,807,862,826,709,592,520,430,313,340,227,170,86
2024-11-29,6892,0,0,0,1,-20.9,-34.1,0.26,3.8,2656,4,0,44,0,0,0,29,52,5,171,398,565,715,782,819,626,625,477,453,321,272,233,164,137
2024-11-30,8885,1,0,0,1,-20.5,-29.7,0.38,4.7,3534,68,0,24,0,0,0,62,52,99,240,434,757,973,1045,982,844,790,658,514,428,352,268,132,163
2024-12-01,0,1,0,0,1,-20.1,-30.5,2.28,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-02,0,0,0,0,1,-14.5,-28.7,2.38,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-03,0,0,0,0,1,-20.1,-34.1,0.45,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-04,0,0,0,0,1,-19.8,-36.5,0.01,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-05,0,0,0,0,1,-20.0,-29.2,0.28,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-06,0,0,0,0,1,-14.2,-28.8,0.75,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-07,0,1,0,0,1,-17.5,-30.8,3.16,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-08,0,1,0,0,1,-22.2,-27.0,3.46,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-09,0,0,0,0,1,-22.9,-34.3,0.4,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-10,0,0,0,0,1,-15.6,-36.7,1.33,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-11,0,0,0,0,1,-24.1,-34.3,0.71,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-12,0,0,0,0,1,-18.5,-32.7,1.14,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-13,0,0,0,0,1,-18.6,-35.4,2.88,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-14,0,1,0,0,1,-22.9,-34.1,2.65,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-15,0,1,0,0,1,-24.3,-30.4,1.91,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-16,0,0,0,0,1,-21.5,-31.2,0.48,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-17,0,0,0,0,1,-23.0,-36.0,1.47,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-18,0,0,0,0,1,-26.7,-33.1,0.49,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-19,0,0,0,0,1,-20.1,-35.8,0.68,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-20,0,0,0,0,1,-22.3,-33.1,0.6,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-21,0,1,0,0,1,-21.5,-34.6,4.03,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-22,0,1,0,0,1,-24.9,-33.8,0.15,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-23,0,0,0,0,1,-22.2,-33.0,0.46,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-24,6873,0,0,1,1,-22.5,-32.9,1.45,3.1,2605,1,0,0,32,38,0,48,0,50,126,298,478,543,701,723,825,755,682,504,437,263,151,155,63
2024-12-25,11634,0,0,1,1,-19.9,-35.1,0.23,3.3,3348,39,1,18,0,58,58,37,0,116,198,482,701,1017,1157,1215,1337,1298,1036,976,702,526,294,178,190
2024-12-26,9433,0,0,1,1,-25.3,-31.1,0.63,3.5,3054,0,0,3,0,56,0,1,0,118,102,309,631,807,920,1061,1173,981,981,768,547,413,243,224,95
2024-12-27,9885,0,0,1,1,-28.0,-31.5,6.81,4.0,3153,0,0,0,0,0,66,54,38,0,88,329,683,914,984,1084,1206,1071,976,816,632,386,224,277,57
2024-12-28,12011,1,0,1,1,-24.7,-34.6,2.01,2.2,5558,67,68,0,52,0,91,0,91,106,128,476,855,1064,1098,1399,1379,1198,1155,889,764,497,413,140,81
2024-12-29,13441,1,0,1,1,-25.7,-36.7,0.09,3.3,4903,0,81,87,0,0,0,97,0,23,158,500,804,1207,1267,1589,1537,1390,1436,1011,878,616,313,367,80
2024-12-30,11410,0,0,1,1,-22.8,-35.0,2.37,3.0,4608,79,74,58,70,0,0,0,0,37,178,393,775,907,1104,1310,1428,1296,1165,848,691,437,319,211,30
2024-12-31,11128,0,0,1,1,-22.3,-34.9,0.05,2.5,4891,0,45,0,83,0,47,0,22,0,101,512,781,993,1111,1319,1232,1170,1057,895,628,429,343,272,88
2025-01-01,17187,0,1,1,1,-24.5,-35.3,0.33,4.2,7883,0,91,0,0,84,0,0,108,43,316,571,1200,1447,1639,2069,2044,1909,1646,1312,1001,678,645,213,171
2025-01-02,18869,0,1,1,1,-25.8,-35.7,3.19,3.8,8657,15,10,0,0,122,0,0,76,44,409,806,1224,1676,1707,2044,2207,1943,1911,1595,1081,781,687,351,180
2025-01-03,22017,0,1,1,1,-24.4,-32.5,1.03,3.8,8317,120,0,101,152,42,83,105,119,71,168,829,1463,1818,2245,2433,2648,2266,2245,1742,1193,899,733,425,117
2025-01-04,21210,1,0,1,1,-22.1,-35.0,0.78,3.1,9550,0,0,0,0,0,157,0,53,215,326,710,1415,1785,2138,2460,2641,2292,2009,1698,1094,1059,493,355,310
2025-01-05,26388,1,0,1,1,-19.2,-38.0,0.78,2.5,12501,115,145,0,0,0,86,14,56,3,271,853,1624,2247,2764,3076,3120,3065,2706,2271,1580,1075,597,617,103
2025-01-06,16193,0,0,1,1,-28.0,-33.9,1.01,1.6,5278,29,120,58,108,67,23,0,42,111,265,636,1045,1315,1602,1760,2005,1677,1491,1261,999,703,422,334,120
2025-01-07,15622,0,0,1,1,-23.8,-38.0,1.61,3.0,4956,107,0,13,61,0,0,120,4,109,172,635,1021,1250,1498,1937,1852,1681,1600,1348,847,739,382,201,45
2025-01-08,14774,0,0,1,1,-25.6,-35.1,2.24,2.4,3811,0,17,16,0,0,0,0,0,133,323,683,1018,1245,1484,1604,1765,1571,1434,1210,812,605,529,185,140
2025-01-09,18923,0,0,1,1,-21.6,-34.3,0.95,2.1,7955,17,4,0,0,135,0,30,0,145,401,754,1080,1580,1909,2078,2318,2058,1948,1501,990,768,462,486,259
2025-01-10,24490,0,0,1,1,-20.8,-38.0,0.24,2.8,7228,45,0,0,0,0,188,0,0,6,468,941,1602,1876,2245,2768,3041,2818,2265,1955,1615,1048,855,343,411
2025-01-11,27260,1,0,1,1,-19.7,-38.0,3.34,1.9,13326,179,0,124,99,0,0,0,0,332,452,1137,1899,2171,2741,2980,3301,2743,2802,1974,1496,1284,740,568,238
2025-01-12,26432,1,0,1,1,-21.7,-37.5,0.07,2.7,8777,0,0,34,157,0,40,67,0,210,348,1028,1465,2259,2631,2761,3034,3018,2533,2053,1707,1243,803,635,406
2025-01-13,19746,0,0,1,1,-28.0,-38.0,0.59,2.1,7107,0,118,0,102,18,0,147,3,32,284,895,1211,1568,1841,2188,2447,2145,1872,1461,1122,1019,538,544,191
2025-01-14,24203,0,0,1,1,-25.0,-29.6,4.94,1.8,6942,0,0,102,0,0,39,0,0,222,167,1032,1665,1960,2349,2678,2773,2714,2483,1807,1444,1210,873,470,215
2025-01-15,17311,0,0,1,1,-27.3,-34.3,0.4,2.2,7785,0,21,0,0,0,2,0,0,0,204,820,1246,1423,1748,2110,1937,1987,1852,1269,943,905,528,211,105
2025-01-16,26533,0,0,1,1,-25.4,-29.4,1.59,5.4,8785,0,197,145,0,42,0,18,80,135,589,1077,1623,2304,2443,2918,3042,2809,2695,2056,1668,1192,708,643,149
2025-01-17,20736,0,0,1,1,-28.0,-34.9,0.36,0.0,9194,22,116,0,22,118,26,70,0,0,288,770,1424,1626,2160,2470,2331,2162,2137,1758,1188,847,611,462,128
2025-01-18,22466,1,0,1,1,-25.5,-35.4,0.52,2.9,8034,0,169,0,0,27,172,0,64,188,372,745,1512,1739,2264,2660,2572,2574,2062,1906,1323,902,538,607,70
2025-01-19,27000,1,0,1,1,-27.3,-36.7,1.17,1.7,9542,0,0,87,0,0,0,204,195,263,291,888,1666,2181,2687,3206,3384,3101,2624,2228,1530,1019,891,326,229
2025-01-20,18867,0,0,1,1,-27.2,-31.3,1.76,4.1,5825,0,67,57,145,0,48,32,124,0,355,767,1146,1579,1817,2171,2369,2075,1906,1499,986,760,557,316,91
2025-01-21,19629,0,0,1,1,-23.8,-38.0,0.36,1.7,8549,114,64,0,85,95,83,0,44,201,316,824,1252,1663,1801,2292,2205,2120,1881,1571,1053,935,675,284,71
2025-01-22,24446,0,0,1,1,-17.8,-38.0,0.14,4.1,10160,48,0,0,0,0,0,0,0,289,401,1087,1638,1888,2487,2670,2938,2575,2587,1826,1353,1243,536,554,326
2025-01-23,22103,0,0,1,1,-20.6,-33.4,1.27,3.4,9868,143,0,0,0,113,70,0,0,83,314,1017,1460,1780,2180,2346,2778,2339,2163,1686,1366,1033,726,353,153
2025-01-24,20219,0,0,1,1,-26.3,-33.7,0.05,4.2,8657,0,0,0,54,102,0,0,107,219,216,812,1196,1566,2123,2392,2484,2047,2101,1573,1144,911,467,480,225
2025-01-25,25392,1,0,1,1,-25.3,-36.2,0.25,3.2,11713,0,29,127,0,0,38,0,0,219,425,1033,1724,2198,2385,2819,2864,2605,2574,2146,1687,1178,624,342,375
2025-01-26,37105,1,0,1,1,-20.0,-29.1,1.87,4.0,12111,206,0,82,0,269,0,46,0,308,360,1315,2387,3370,3508,4020,4579,4046,3920,2734,2292,1497,901,843,422
2025-01-27,42615,0,1,1,1,-20.4,-37.1,0.73,3.3,15233,0,44,0,284,0,270,0,107,492,414,2031,2747,3940,4397,4782,4928,4570,3998,3177,2295,1871,1485,609,174
2025-01-28,46443,0,1,1,1,-22.0,-38.0,0.13,2.4,21374,125,129,90,0,0,0,276,49,455,1009,1528,3005,3876,4754,5420,5441,4675,4626,3254,2847,2276,1241,975,392
2025-01-29,35313,0,1,1,1,-25.3,-38.0,1.78,3.2,16149,0,0,231,74,124,0,123,0,105,597,1203,2460,2831,3591,3979,4270,3636,3235,3034,1974,1757,1332,539,218
2025-01-30,35680,0,1,1,1,-23.2,-33.8,3.09,4.8,12809,261,0,0,0,0,177,0,0,87,797,1478,2237,2800,3788,4230,4094,3624,3265,2598,2154,1822,1052,895,321
2025-01-31,38051,0,1,1,1,-20.6,-31.3,0.24,4.7,11781,20,298,0,189,0,178,57,232,134,626,1580,2392,2979,3512,4030,4742,3974,3583,3147,2146,1694,924,1027,587
2025-02-01,55720,1,1,1,1,-20.2,-35.1,1.81,3.1,22873,0,0,191,0,203,0,274,77,20,591,2304,3850,4583,5267,6623,6734,5981,5468,4124,3398,2341,2078,1078,535
2025-02-02,45639,1,1,1,1,-22.9,-31.7,2.04,5.1,20086,0,0,0,300,0,327,23,95,257,410,1722,2654,3940,4492,5422,5234,4740,4462,3933,2870,1979,1371,604,804
2025-02-03,37934,0,1,1,1,-20.3,-37.8,1.12,3.6,14107,166,104,68,235,0,0,0,292,121,702,1611,2266,3032,3620,4261,4354,3838,3979,3281,2156,1591,829,858,570
2025-02-04,34491,0,1,1,1,-23.7,-34.6,2.0,2.5,15006,0,142,164,0,236,0,143,0,375,710,1102,2376,2977,3454,3638,4132,3816,3189,2879,1742,1300,1010,700,406
2025-02-05,35182,0,1,1,1,-23.8,-33.8,3.47,4.3,10740,0,0,0,101,1,145,0,0,252,334,1575,2289,2725,3680,3960,3878,3839,3291,2908,2230,1804,1029,660,481
2025-02-06,31203,0,1,1,1,-26.1,-33.4,1.02,2.9,16684,0,0,0,185,0,109,0,61,83,608,1107,2083,2503,3205,3757,3533,3590,3145,2294,1823,1226,1029,748,114
2025-02-07,37504,0,1,1,1,-22.7,-29.6,3.59,3.8,15789,211,0,0,0,210,201,0,0,184,612,1356,2640,3211,3687,4117,4387,4446,3669,2829,2248,1587,854,650,405
2025-02-08,54519,1,1,1,1,-20.4,-38.0,0.78,2.9,18890,0,227,0,183,0,0,242,0,330,563,2406,3173,4972,5221,6648,6453,6230,5327,4745,2963,2186,1639,730,281
2025-02-09,39939,1,1,1,1,-23.1,-31.4,1.04,4.2,19787,0,109,0,0,0,319,193,183,205,471,1374,2458,3316,4158,4629,4523,4086,3740,3138,2673,1885,1391,777,311
2025-02-10,37590,0,1,1,1,-21.0,-35.0,0.96,5.9,20075,24,0,0,0,0,149,136,0,397,362,1410,2335,3177,3679,4398,4548,4511,3558,2844,2024,1800,876,972,390
2025-02-11,38661,0,1,1,1,-18.9,-25.4,0.25,2.3,16278,0,281,0,181,172,0,0,0,305,647,1666,2695,3296,3537,4151,4704,3943,3487,3116,2187,1936,1212,503,642
2025-02-12,29544,0,1,1,1,-25.8,-35.5,0.7,3.1,9576,0,126,140,0,0,0,0,138,240,291,1097,1700,2521,2721,3556,3617,3135,2933,2508,1763,1152,812,738,356
2025-02-13,21043,0,0,1,1,-20.9,-30.3,3.06,5.1,8446,35,0,98,73,0,0,0,0,0,277,845,1387,1816,2185,2290,2362,2406,1959,1816,1357,933,781,281,142
2025-02-14,19112,0,0,1,1,-18.1,-37.0,3.62,3.2,7036,45,0,0,101,0,96,18,77,155,190,760,1311,1552,1988,2113,2125,2002,1983,1426,1218,945,510,246,251
2025-02-15,25395,1,0,1,1,-23.8,-29.5,0.81,4.9,9853,0,0,10,125,0,9,69,0,36,557,1108,1684,2221,2351,2972,3067,2816,2486,1864,1401,1327,725,495,72
2025-02-16,0,1,0,0,1,-12.3,-30.4,0.39,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-17,0,0,0,0,1,-25.6,-32.8,0.47,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-18,0,0,0,0,1,-19.9,-29.0,0.77,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-19,0,0,0,0,1,-20.3,-31.8,1.77,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-20,0,0,0,0,1,-22.6,-31.6,3.65,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-21,0,0,0,0,1,-21.1,-29.7,1.63,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-22,0,1,0,0,1,-25.5,-32.0,0.89,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-23,0,1,0,0,1,-24.3,-31.3,2.62,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-24,0,0,0,0,1,-18.7,-28.9,5.13,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-25,0,0,0,0,1,-20.1,-32.3,0.43,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-26,0,0,0,0,1,-18.8,-25.9,0.5,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-27,0,0,0,0,1,-21.4,-26.0,1.81,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-28,0,0,0,0,1,-20.2,-27.0,1.79,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-01,12168,1,0,0,1,-17.2,-31.1,0.98,4.1,3696,66,0,0,0,0,77,49,0,150,227,561,1010,1277,1342,1443,1222,1011,896,803,668,540,354,285,187
2025-03-02,12365,1,0,0,1,-18.8,-32.9,0.35,1.1,3911,0,18,7,91,0,0,10,66,158,230,636,1177,1282,1497,1385,1130,1068,869,829,697,442,426,157,190
2025-03-03,10062,0,0,0,1,-15.5,-27.6,4.62,3.5,3952,69,2,0,4,0,15,0,19,0,153,558,989,1100,1220,1205,1034,883,748,615,584,347,284,126,107
2025-03-04,8990,0,0,0,1,-17.0,-31.5,0.22,2.9,2399,42,37,57,49,25,0,39,48,85,175,441,830,988,1120,952,831,742,692,521,374,417,194,220,111
2025-03-05,9831,0,0,0,1,-15.0,-28.7,6.28,3.1,3773,60,0,16,0,47,73,0,0,0,204,537,823,1065,1157,1126,990,802,773,668,467,320,332,266,105
2025-03-06,8284,0,0,0,1,-20.1,-32.1,2.35,2.8,3225,7,0,0,8,0,0,49,0,67,217,418,716,905,1037,994,846,679,633,518,403,267,204,200,116
2025-03-07,8055,0,0,0,1,-22.8,-31.5,5.32,2.3,2203,0,54,10,4,12,0,39,3,0,113,449,784,865,1029,964,776,668,555,555,365,306,242,191,71
2025-03-08,11856,1,0,0,1,-25.6,-29.8,2.17,2.8,6043,10,36,0,0,30,4,25,0,131,243,551,1016,1300,1429,1309,1211,983,838,813,642,489,407,152,237
2025-03-09,11661,1,0,0,1,-19.4,-31.3,0.77,1.5,4127,0,13,0,0,45,73,47,0,103,167,570,1017,1336,1359,1256,1094,1113,897,709,591,470,377,182,242
2025-03-10,8990,0,0,0,1,-20.9,-24.8,0.05,1.5,3224,0,40,0,24,42,8,33,22,23,217,450,793,991,1038,973,864,827,712,572,457,404,205,136,159
2025-03-11,9319,0,0,0,1,-16.6,-27.1,1.54,3.2,2759,0,40,0,48,0,14,0,0,0,253,555,828,978,1186,1043,876,843,761,529,424,435,229,128,149
2025-03-12,10174,0,0,0,1,-13.7,-27.9,15.13,2.7,4563,0,0,9,0,0,0,0,54,61,280,517,867,1049,1158,1119,1050,968,828,609,562,373,238,260,172
2025-03-13,11339,0,0,0,1,-20.5,-28.2,0.99,2.9,5078,0,0,0,0,0,41,67,79,111,289,631,1077,1209,1349,1268,1125,979,932,701,492,457,259,155,118
2025-03-14,10144,0,0,0,1,-20.6,-34.5,4.76,2.8,3213,0,43,0,0,46,0,0,0,117,252,573,880,1083,1261,1202,937,932,688,593,518,377,362,131,149
2025-03-15,11148,1,0,0,1,-19.5,-28.2,2.89,1.8,4593,0,75,71,49,0,0,22,0,126,241,525,1054,1290,1236,1261,1057,964,763,723,626,437,254,239,135
2025-03-16,12772,1,0,0,1,-12.8,-27.3,0.65,4.1,4852,0,0,0,90,87,0,0,0,65,245,779,1230,1372,1521,1551,1331,1041,915,809,579,446,286,283,142
2025-03-17,9952,0,0,0,1,-14.9,-25.2,2.01,3.8,2887,0,0,0,0,65,18,0,69,0,153,560,918,1026,1194,1174,1032,922,721,585,488,340,371,196,120
2025-03-18,10199,0,0,0,1,-11.0,-26.2,1.14,3.7,3922,0,10,41,0,0,60,0,40,45,189,467,943,1069,1205,1169,1024,965,749,629,568,419,265,139,203
2025-03-19,8980,0,0,0,1,-19.1,-21.7,1.98,3.9,2353,0,6,0,35,46,38,0,0,49,237,532,842,942,1058,1010,833,727,724,536,404,294,325,187,155
2025-03-20,10501,0,0,0,1,-13.2,-26.4,3.05,4.0,3361,0,5,0,0,0,0,50,0,0,207,629,888,1068,1217,1239,1042,983,851,720,534,412,234,287,135
2025-03-21,11335,0,0,0,1,-17.7,-24.1,1.06,5.4,3844,59,0,0,6,29,50,0,25,0,298,590,1040,1136,1291,1274,1177,1004,909,718,553,376,386,177,237
2025-03-22,12422,1,0,0,1,-14.0,-19.1,4.83,3.8,3826,0,0,0,0,24,0,0,0,76,275,694,1165,1333,1551,1415,1239,1147,835,838,644,459,290,167,270
2025-03-23,13845,1,0,0,1,-13.3,-27.2,1.43,4.8,4109,83,0,0,98,24,0,0,0,12,350,721,1257,1568,1604,1479,1348,1297,1073,780,713,553,490,187,208
2025-03-24,9740,0,0,0,1,-11.3,-25.3,2.15,3.3,3067,66,0,0,25,0,0,35,55,65,213,460,912,978,1180,1045,1004,878,742,568,461,393,322,128,210
2025-03-25,11087,0,0,0,1,-12.4,-25.3,5.71,0.1,3468,14,40,0,22,34,36,0,62,47,176,553,976,1265,1285,1306,1018,975,902,754,493,435,280,202,212
2025-03-26,11067,0,0,0,1,-11.5,-26.3,8.51,1.4,3877,18,10,0,0,0,55,7,0,102,297,686,970,1149,1337,1201,1180,937,784,701,531,493,323,162,124
2025-03-27,10419,0,0,0,1,-13.4,-27.4,3.18,5.5,4558,66,72,0,0,0,63,76,58,0,274,543,830,1102,1139,1180,984,905,776,716,531,393,354,267,90
2025-03-28,10318,0,0,0,1,-12.4,-28.9,0.16,4.5,2915,51,58,68,0,66,0,8,0,0,241,556,885,1079,1271,1099,1078,855,720,649,511,387,278,281,177
2025-03-29,13197,1,0,0,1,-14.1,-23.4,7.14,2.8,6472,14,0,0,25,0,0,9,0,160,336,773,1099,1369,1595,1447,1422,1116,988,829,689,449,381,216,280
2025-03-30,13778,1,0,0,1,-10.1,-24.5,5.39,1.2,4946,108,0,34,0,99,0,7,0,113,180,691,1178,1570,1587,1611,1317,1321,1132,901,657,493,314,224,241
2025-03-31,11553,0,0,0,1,-12.3,-20.7,1.77,3.4,4072,0,0,0,37,79,0,0,0,64,165,664,1098,1315,1293,1367,1159,1002,849,792,558,426,335,238,112
2025-04-01,0,0,0,0,0,-10.1,-21.5,3.54,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-02,0,0,0,0,0,-19.2,-24.7,3.17,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-03,0,0,0,0,0,-14.1,-22.3,0.69,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-04,0,0,1,0,0,-14.7,-20.8,0.36,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-05,0,1,1,0,0,-13.9,-15.7,0.09,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-06,0,1,1,0,0,-11.5,-16.9,0.66,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-07,0,0,0,0,0,-8.5,-19.8,1.07,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-08,0,0,0,0,0,-16.0,-21.7,1.7,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-09,0,0,0,0,0,-13.3,-18.1,13.42,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-10,0,0,0,0,0,-14.2,-23.4,1.13,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
